"id","account_id","category_id","sub_category_id","goal_id","peer_contact_id","tag_ids","date","amount","type","note","description","receipt_path","recurring_id","split_data","investment_platform","expected_return_date","created_at","is_recurring","is_split_parent","is_split_child","parent_transaction_id","is_transfer","to_account_id"
"","Cash","Transport","Public Transit (Train/Bus)","","","","2025-07-04 12:10:00","320.0","expense","","","","","","","","2025-07-04 12:10:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-04 12:11:00","500.0","expense","","","","","","","","2025-07-04 12:11:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-04 12:11:00","335.0","expense","","","","","","","","2025-07-04 12:11:00","false","false","false","","false",""
"","Cash","Entertainment","","","","","2025-07-04 12:11:00","2000.0","expense","Ameen rishma","","","","","","","2025-07-04 12:11:00","false","false","false","","false",""
"","Cash","Family & Social","Social Outings","","","","2025-07-04 12:17:00","500.0","expense","aswathy","","","","","","","2025-07-04 12:17:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-05 12:12:00","461.0","expense","","","","","","","","2025-07-05 12:12:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-05 12:12:00","713.0","expense","","","","","","","","2025-07-05 12:12:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-06 12:12:00","479.0","expense","","","","","","","","2025-07-06 12:12:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-06 12:12:00","475.0","expense","","","","","","","","2025-07-06 12:12:00","false","false","false","","false",""
"","Cash","Transport","Public Transit (Train/Bus)","","","","2025-07-06 12:13:00","109.0","expense","","","","","","","","2025-07-06 12:13:00","false","false","false","","false",""
"","Cash","Family & Social","Social Outings","","","","2025-07-06 12:17:00","200.0","expense","koottu","","","","","","","2025-07-06 12:17:00","false","false","false","","false",""
"","Cash","Transport","Ride-Hailing","","","","2025-07-07 09:31:00","60.0","expense","auto to RC","","","","","","","2025-07-07 09:31:00","false","false","false","","false",""
"","Cash","Transport","Public Transit (Train/Bus)","","","","2025-07-07 09:31:00","30.0","expense","bus","","","","","","","2025-07-07 09:31:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-07 12:13:00","75.0","expense","","","","","","","","2025-07-07 12:13:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-07 12:14:00","360.0","expense","","","","","","","","2025-07-07 12:14:00","false","false","false","","false",""
"","Cash","Food & Dining","Restaurants/Dining Out","","","","2025-07-08 12:14:00","300.0","expense","load restaurant","","","","","","","2025-07-08 12:14:00","false","false","false","","false",""
"","Cash","Food & Dining","Take Away","","","","2025-07-08 22:18:00","863.0","expense","","","","","","","","2025-07-08 22:18:00","false","false","false","","false",""
